,article_id,author_id
0,85133492759,57781304700
1,85133293730,57777188600
2,85133293730,57209969066
3,85133293730,57581708700
4,85133293730,57219597377
5,85133293730,55960099200
6,85132518705,57572669100
7,85112575431,57195298226
8,85109263966,57223856253
9,85123598971,57223889019
10,85123598971,55319241400
11,85123598971,55891468500
12,85123598971,57428683600
13,85125083244,55993872800
14,85133455001,57201389563
15,85133239609,25628421400
16,85133239609,56037076100
17,85133239609,54398687700
18,85133239609,57196219107
19,85133239609,57208107136
20,85133239609,56880376800
21,85133239609,57579656300
22,85133239609,57221325311
23,85133239609,57222352218
24,85133239609,55214032000
25,85133130844,57217062083
26,85133130844,56319527000
27,85133130844,57224632405
28,85133130844,6505682160
29,85133130844,57201115383
30,85133130844,7006162056
31,85133027456,6507789012
32,85132977043,57465313900
33,85132977043,24830914500
34,85132962469,56037076100
35,85132962469,57226651063
36,85132962469,57222064489
37,85132962469,57196006078
38,85132962469,57208107136
39,85132962469,57766844900
40,85132962469,57221253268
41,85132962469,57226651278
42,85132962469,57226641117
43,85132865645,57765954500
44,85132865645,57289877900
45,85132865645,57215504065
46,85132865645,57215488494
47,85132865645,56625718200
48,85132857793,14019356600
49,85132666956,57366422500
50,85132666956,57761309700
51,85132666956,57761461600
52,85132666956,57761309800
53,85132549429,57760075600
54,85132549429,36475704400
55,85132549429,57760190900
56,85132549429,57226321752
57,85132549429,54420934600
58,85132549429,15750619300
59,85132549429,24172365200
60,85132109365,57190878695
61,85132079335,57744539800
62,85132079335,55653057700
63,85131923327,57740657200
64,85131923327,57741612400
65,85131923327,57740822000
66,85131923327,57740657300
67,85131923327,57741143900
68,85131923327,57741452700
69,85131923327,57741144000
70,85131923327,57740657400
71,85131923327,57740657500
72,85131820253,57193268848
73,85131706931,8569713400
74,85131706931,56523337900
75,85131430080,57216180233
76,85131201497,56022647300
77,85131155367,55675067800
78,85131155367,57217113676
79,85130996771,57202201290
80,85130313773,57216180233
81,85130294087,57200372107
82,85130217012,35604513100
83,85130217012,57330761900
84,85130217012,57519347600
85,85130217012,57219540212
86,85130111813,57223214498
87,85130111813,57224322470
88,85130111813,9244086100
89,85129440237,57208799377
90,85129440237,7801344127
91,85129440237,57210473776
92,85128734636,57221389572
93,85128734636,6602824393
94,85128605984,36617091400
95,85128605984,57606210900
96,85128605984,57608873800
97,85128605984,57609931600
98,85128605984,6603595820
99,85128550720,57604186800
100,85128389545,57188827909
101,85128389545,57211859176
102,85128389545,16680454400
103,85128389545,16025887100
104,85128332829,57218319031
105,85128302494,56022647300
106,85128279497,57222130413
107,85128279497,56471791700
108,85128279497,35222197500
109,85128279497,57515834100
110,85128279497,57222116881
111,85128279497,26636865300
112,85127891507,36176427100
113,85127891507,8980750500
114,85127891507,57567029500
115,85127656155,57201389563
116,85127255632,57346091800
117,85127255632,7004521635
118,85127255632,6701408815
119,85127244971,12645534600
120,85127231216,57190399595
121,85127144065,57215330617
122,85127144065,57219601458
123,85127144065,6701408815
124,85126892353,56037076100
125,85126892353,57543735800
126,85126892353,57542655000
127,85126892353,57208107136
128,85126892353,57208104378
129,85126892353,57327723400
130,85126892353,57327723500
131,85126892353,57221474388
132,85126892353,57196008560
133,85126892353,54785811900
134,85126892353,57327723600
135,85126695802,57538018300
136,85126695802,35763586200
137,85126685332,6507393906
138,85126685332,57221408943
139,85126213715,56037076100
140,85126213715,57486206900
141,85126213715,57208107136
142,85126213715,57208104378
143,85126213715,57486414900
144,85126213715,57196008560
145,85126213715,57327723600
146,85125974393,26636865300
147,85125880116,55164717700
148,85125880116,57221679262
149,85125880116,57194120580
150,85125880116,36449349200
151,85125793193,35796539000
152,85125793193,57194943271
153,85125793193,13003312000
154,85125793193,57477924200
155,85125793193,57212495111
156,85125793193,57477545200
157,85125793193,57212493024
158,85125561835,36176427100
159,85125533881,57222486529
160,85125533881,57222473661
161,85125533881,57222482522
162,85125533881,57222485479
163,85125533881,57222473845
164,85125532016,57222135389
165,85124679381,57192692567
166,85124679381,57454519800
167,85124679381,57454554200
168,85124679381,56747925300
169,85124679381,56748157300
170,85124679381,56747990500
171,85124679381,7801466309
172,85124679381,57454441700
173,85124679381,22135436400
174,85124577616,6503849127
175,85124577616,57191525395
176,85124577616,57191522936
177,85124577616,7801358605
178,85124446601,57448828200
179,85124413813,6508229340
180,85124174472,56741208600
181,85124174472,56703316500
182,85124004193,56080812600
183,85123973828,57201389563
184,85123015994,24172365200
185,85123012220,7004521635
186,85122949718,57224007974
187,85133435342,57782372300
188,85133435342,7404697073
189,85133435342,18438697500
190,85133435342,57200542628
191,85132240597,56392856100
192,85132240597,56304555800
193,85132240597,57195639522
194,85132240597,57749876100
195,85126567417,57205878061
196,85126567417,56937628900
197,85126567417,57197806178
198,85126567417,24330258500
199,85125767379,57193689488
200,85125767379,57477710000
201,85125767379,37074840900
202,85125767379,57224309222
203,85131065860,57719681400
204,85131065860,57719534300
205,85131065860,57720084600
206,85132927790,55752675400
207,85133426922,57195293339
208,85133426922,57221592076
209,85133287676,57477031200
210,85133287676,57481370900
211,85133287676,57216526065
212,85133287676,57218629114
213,85132876771,57200502218
214,85132521967,57201394172
215,85132331896,57753062200
216,85132331896,57752456500
217,85132331896,57753062300
218,85132331896,57752456600
219,85132331896,57752756300
220,85132331896,57752756400
221,85130345249,56695112100
222,85130345249,57700917100
223,85130318104,57202024660
224,85131268202,57725539200
225,85131268202,8263547400
226,85133276041,57204202099
227,85131043184,57190878695
228,85133446109,55845419780
229,85133338370,57197181680
230,85133338370,57192650550
231,85133338370,57778172400
232,85133338370,57778172500
233,85133289021,57776247500
234,85133289021,57216155890
235,85133216799,57777174000
236,85133216799,57776045000
237,85133216799,57220093496
238,85133216799,36560142000
239,85133216799,57777397100
240,85133216799,57776502400
241,85133216799,57777397200
242,85133216799,57776502500
243,85133216799,57776725500
244,85133216799,57776045100
245,85133216799,57777397300
246,85133216799,57776952500
247,85133216799,14024329300
248,85133102808,57473731500
249,85133102808,57554493700
250,85132803061,57196281750
251,85132803061,56406472400
252,85132803061,57222007813
253,85132803061,57764512900
254,85132803061,23013547200
255,85132774989,57763426600
256,85132696648,57216417569
257,85132531352,57222427195
258,85132531352,57222428378
259,85132528694,6601957219
260,85132521056,57758998400
261,85132521056,57354760400
262,85132521056,57759290900
263,85132521056,6701738123
264,85132519697,57758998500
265,85132519697,57759194800
266,85132519697,57758899100
267,85132354244,14044124200
268,85132354244,57215090105
269,85132354244,16678797300
270,85132354244,57195403174
271,85131758161,57212546828
272,85131758161,57216865424
273,85131587227,57217065944
274,85131427105,6506689583
275,85131414706,57729843300
276,85131414706,57210586804
277,85131414706,7006188960
278,85131414706,24503159100
279,85131409426,56022647300
280,85131236980,57724833500
281,85131236980,56403130700
282,85131236980,57724833600
283,85131236980,57724644000
284,85131236980,57725300500
285,85131236980,57724927700
286,85131217131,57188831567
287,85131142057,57214675956
288,85131142057,57194019774
289,85131096837,57188831567
290,85130813151,54784002000
291,85130813151,57203761061
292,85130734611,57710568400
293,85130734611,57222407818
294,85130734611,57709806100
295,85130734611,57224005517
296,85130594572,36176985200
297,85130379388,57699304100
298,85130379388,57700239900
299,85130379388,57698989400
300,85130379388,57699624700
301,85129547420,57223362521
302,85129547420,57220151564
303,85129547420,56605978000
304,85129547420,7202848155
305,85129547420,57203538642
306,85129547420,55580762000
307,85132318619,56816998000
308,85132318619,55121972100
309,85129537001,57274280100
310,85129537001,57192878006
311,85129537001,57275313600
312,85129537001,57224978668
313,85129537001,35306526500
314,85126626261,57218476867
315,85126626261,57495538200
316,85117413451,7201560690
317,85117413451,57193674829
318,85128476224,6507096810
319,85127205334,6701576158
320,85133474529,55701326500
321,85133474529,57780589100
322,85133205011,8905349600
323,85133205011,57214469102
324,85133205011,57773218300
325,85133205011,57773395400
326,85133205011,57195475502
327,85133205011,57201861730
328,85133205011,57773564500
329,85133205011,57201857453
330,85133175233,57162290900
331,85132941671,56307940400
332,85132930761,16307799300
333,85132745922,57762033500
334,85132392749,35757461800
335,85132352518,55340919900
336,85132352518,57467856400
337,85132352518,36747997600
338,85132352518,6701724881
339,85131965887,56625718200
340,85131918963,57275252000
341,85131918963,57190396708
342,85131903042,7004660684
343,85131841984,57195618681
344,85131841984,57738237700
345,85131832232,6505732605
346,85131624281,57197816146
347,85131624281,6701720423
348,85131624281,57222227853
349,85131624281,57197811463
350,85131606012,57732438000
351,85131606012,57733183900
352,85131582140,57731930800
353,85131582140,55378282300
354,85131463764,57204417642
355,85131463764,6603155100
356,85131463764,7404608456
357,85131463764,55979127300
358,85131463764,55913048100
359,85131455635,57193674851
360,85131455635,14032353900
361,85131103832,36678130400
362,85131103832,16025887100
363,85131043745,57208036174
364,85131043745,8569713400
365,85130985619,51864408100
366,85130985619,23978476100
367,85130985619,57222023541
368,85130901306,57207613376
369,85130239448,57201256099
370,85130218662,55292894000
371,85129981621,57681355600
372,85129939391,57682771200
373,85129573469,57221290486
374,85129573469,57671159700
375,85129370550,14044124200
376,85129370550,57195403174
377,85129224261,57473731500
378,85129224261,57657006200
379,85129048265,57193070149
380,85128976123,57473731500
381,85128976123,57645762900
382,85128458687,6506689583
383,85127893137,57211540854
384,85127893137,57568051100
385,85127893137,56117784400
386,85127674939,57564487600
387,85127251882,57195945905
388,85127251882,57206938634
389,85127096528,57217131436
390,85126970757,56426961900
391,85126789212,55570570500
392,85126789212,57204610734
393,85120906338,57195601720
394,85120906338,57201688001
395,85120906338,57367796000
396,85120906338,57367380700
397,85120906338,57220434492
398,85120906338,15061187500
399,85120906338,6505682160
400,85119523438,56277911000
401,85114716289,56704715800
402,85095808478,57219388422
403,85131373367,57223253605
404,85131373367,57728706400
405,85131373367,57223343839
406,85131373367,57195244013
407,85131373367,36698302700
408,85131373367,57396760100
409,85131373367,57198056374
410,85131373367,56966766300
411,85125247629,36899982400
412,85125247629,57467661400
413,85125247629,57219650088
414,85125247629,57466805700
415,85125019553,56169813900
416,85131093256,57195290247
417,85131093256,26534211400
418,85132875580,6701738123
419,85132256335,57206777809
420,85128482048,57103763300
421,85127700468,57193674829
422,85127700468,7201560690
423,85127700468,15128058600
424,85127700468,6701576158
425,85127700468,16025887100
426,85127700468,14040865600
427,85127102081,6603270408
428,85133228424,37049870500
429,85133228424,57776326100
430,85133228424,57224105038
431,85133539378,57211506935
432,85133535346,56080812600
433,85133535346,6506745918
434,85133534669,57191033139
435,85133534669,57196005990
436,85133527761,57201436667
437,85133527761,57194655663
438,85133527761,57204557447
439,85133516825,57783287800
440,85133502024,52664033100
441,85133499611,57194797615
442,85133498131,57220205911
443,85133498131,57783327800
444,85133498131,57219655742
445,85133498131,57783655100
446,85133498131,57200308316
447,85133484355,57417448100
448,85133484355,57209659425
449,85133484355,57780913900
450,85133484355,57781701600
451,85133473217,57782456000
452,85133473217,56998424600
453,85133454827,57781431300
454,85133441912,57782023600
455,85133441912,7006309426
456,85133437653,57731935200
457,85133437653,57219489175
458,85133437653,57780848300
459,85133437653,57222491938
460,85133437653,57477031200
461,85133411079,55803852300
462,85133411079,57190965516
463,85133411079,56834948300
464,85133290054,57776250900
465,85133290054,57777152900
466,85133271215,57192137035
467,85133262762,57731935300
468,85133262762,57776886700
469,85133262762,57777110200
470,85133262762,57477031200
471,85133262762,57216526065
472,85133262762,36493874100
473,85133216554,57221408943
474,85133206773,57731935200
475,85133206773,57210814655
476,85133206773,57212500505
477,85133206773,57477031200
478,85133187928,57191478764
479,85133187928,9244086100
480,85133125190,57771644700
481,85133125190,25638576700
482,85133125190,24503159100
483,85133125190,57095516200
484,85133125190,57465313900
485,85133122820,57771516000
486,85133122820,26632840200
487,85133122820,6701720423
488,85133028425,57768771400
489,85133028425,57768035800
490,85133028425,57767556200
491,85133028425,56893858800
492,85133028425,6701738123
493,85132993366,57767944900
494,85132993366,57740821700
495,85132993366,57768429600
496,85132993366,57766970200
497,85132993366,57767945000
498,85132971072,57766970200
499,85132971072,57768679400
500,85132971072,57768192600
501,85132971072,57767463700
502,85132971072,57768433500
503,85132971072,57767949600
504,85132971072,57212089249
505,85132964115,57767716000
506,85132964115,57218386494
507,85132964115,57195319225
508,85132926041,56037076100
509,85132926041,57208107136
510,85132926041,57220102459
511,85132926041,57222990138
512,85132926041,57196006078
513,85132926041,57748135000
514,85132926041,14024794100
515,85132926041,15848665600
516,85132926041,14024329300
517,85132903138,57765233100
518,85132872368,36449349200
519,85132750823,57426539300
520,85132455885,57201111424
521,85132441569,57194769951
522,85132441569,57216162514
523,85132441569,57216163964
524,85132441569,57209578510
525,85132441569,57206277166
526,85132441569,57220093496
527,85132441569,7201694120
528,85132441569,45961087900
529,85132362371,57190424410
530,85132362371,36163031900
531,85132362371,57192546163
532,85132351474,57753418300
533,85132285555,56798387100
534,85132285555,57221922189
535,85132285555,57221942382
536,85132285555,57221926532
537,85132281332,57211688471
538,85132281332,24472731100
539,85132281332,57326150200
540,85132281332,57751745400
541,85132281332,57188637538
542,85132281332,57209744646
543,85132281332,36706565100
544,85132281332,57224478818
545,85132281332,57199854408
546,85132281332,57203003828
547,85132281332,8411591700
548,85131910043,6603752250
549,85131686608,38961491900
550,85131686608,55334185900
551,85131686608,6603163202
552,85131686608,6506689583
553,85131590295,56022647300
554,85131537395,57547769900
555,85131537395,57206272031
556,85131537395,57547770000
557,85131537395,57222398882
558,85131537395,57733195500
559,85131537395,57222981268
560,85131537395,57546235200
561,85131537395,57546615800
562,85131537395,57547770100
563,85131537395,45961087900
564,85131351088,57221408943
565,85131252135,6701408815
566,85131248040,57222981268
567,85131248040,57556578200
568,85131248040,57438019100
569,85131248040,57437439400
570,85131248040,50361055400
571,85131248040,45961087900
572,85131145132,57201315440
573,85131145132,57721521800
574,85131145132,57721252800
575,85131145132,57412487700
576,85131145132,57217092296
577,85131145132,57208320157
578,85131145132,57721387200
579,85131145132,57721521900
580,85131133584,57212527650
581,85130905900,57716843000
582,85130905900,57200047770
583,85130710152,57711233900
584,85130710152,57710212600
585,85130710152,57710727300
586,85130710152,57710727400
587,85130550140,57206777809
588,85130460366,57200047770
589,85130219389,55600271000
590,85130219389,56737080000
591,85130219389,57219812243
592,85130125872,57695399000
593,85130125872,25222135800
594,85130125872,57210185535
595,85130125872,55540419200
596,85130043362,55317785100
597,85129325094,57658520400
598,85129325094,57206842941
599,85129325094,57218387898
600,85129325094,6504441561
601,85128733242,57614197800
602,85128733242,57489522200
603,85128733242,57203585855
604,85128733242,55737334400
605,85128473387,54785811900
606,85127194926,57442595900
607,85126908376,57219656868
608,85126908376,57226549386
609,85126908376,57477710000
610,85126908376,57226554740
611,85126908376,57226550511
612,85126672873,55360745200
613,85126672873,57538394400
614,85126672873,55100465200
615,85126672873,55351772500
616,85126672873,57218188525
617,85126672873,8593242800
618,85126286216,57487532100
619,85126250971,56277911000
620,85125591960,57473731500
621,85124730896,57188831567
622,85124025366,36019842500
623,85124025366,57201578884
624,85124025366,57440063600
625,85124025366,57439544100
626,85124025366,57439716600
627,85116255255,57282850300
628,85129349889,57665135500
629,85127343168,57197715657
630,85127343168,7004195633
631,85127343168,37665506700
632,85127343168,6504035501
633,85127343168,18438697500
634,85133214601,8235366800
635,85133168322,8870431000
636,85133168322,56246158500
637,85133414993,36986865100
638,85133414993,57781863900
639,85133266280,57216546784
640,85133266280,57216546645
641,85133266280,57219050032
642,85133266280,57776621100
643,85133102320,56080812600
644,85126567721,57234976500
645,85132451642,56822053400
646,85101278586,57201436667
647,85101278586,57204557447
648,85101278586,57194655663
649,85126572212,57209883984
650,85126572212,57209886593
651,85126572212,57208573214
652,85125255770,55252035700
653,85133237655,57193571805
654,85133237655,57521778300
655,85133237655,57776102000
656,85133237655,57194586319
657,85133237655,57221254026
658,85133237655,57221408943
659,85132454486,56080812600
660,85132454486,6506745918
661,85133517785,57203958059
662,85132889055,57195214722
663,85132298358,57751670800
664,85132298358,57750896500
665,85132298358,57751408300
666,85132298358,35576766300
667,85132298358,57751923200
668,85132298358,57531602500
669,85132298358,57751151500
670,85132298358,57752183600
671,85132298358,57751408400
672,85132298358,35604513100
673,85132298358,57219540212
674,85132298358,7402087724
675,85132080919,55964255700
676,85132080919,57744612600
677,85132080919,57744503800
678,85131308278,7801505510
679,85129755403,57208125198
680,85129271389,14018917600
681,85129271389,22036356700
682,85126948519,57188831567
683,85125878676,57201334947
684,85133519174,57204941360
685,85133519174,57299469400
686,85133519174,36747997600
687,85133519174,6701724881
688,85133282841,57200502218
689,85133448872,57225792322
690,85133448872,15840169700
691,85133448872,55699229400
692,85133448872,57219729236
693,85133448872,57702170600
694,85132685900,26636865300
695,85131707156,57735383600
696,85131707156,57192234633
697,85129387077,8154044400
698,85129387077,57207894092
699,85132245608,56022647300
700,85131771510,55755346200
701,85130474376,57204610734
702,85133354633,57779909800
703,85133354633,57778886800
704,85133354633,57220441576
705,85133354633,57778552100
706,85133354633,57778552200
707,85132797626,57210445830
708,85132797626,57763754000
709,85132797626,57031914800
710,85132797626,57763923500
711,85132797626,55391392900
712,85132797626,55553169400
713,85132797626,57198781931
714,85132797626,57103763300
715,85132797626,57221852744
